flight_id,callsign,number,icao24,registration,typecode,origin,landing,destination,diverted,tweet_problem,tweet_result,tweet_fueldump,avh_id,avh_problem,avh_result,avh_fueldump,id,active,serial,hexIcao,airlineName,iataCodeShort,icaoCode,model,modelCode,numSeats,rolloutDate,firstFlightDate,deliveryDate,registrationDate,typeName,numEngines,engineType,isFreighter,productionLine,ageYears,verified,numRegistrations,registrations
ASA619_20180122,ASA619,AS619,a28a2c,N263AK,B739,KLAS,KSEA,KSEA,,,,,,,,,24055,True,62471,A28A2C,Alaska Airlines,737,,B739,B737-990ER,178.0,2016-08-25,2016-08-25,2016-09-12,2016-09-12,Boeing 737,2.0,Jet,False,Boeing 737,8.2,True,1,"[{'reg': 'N263AK', 'active': True, 'hexIcao': 'A28A2C', 'airlineName': 'Alaska Airlines', 'registrationDate': '2016-09-12'}]"
ASA619_20180122,ASA619,AS619,a28a2c,N263AK,B739,KLAS,KSEA,KSEA,,,,,,,,,24055,True,62471,A28A2C,Alaska Airlines,737,,B739,B737-990ER,178.0,2016-08-25,2016-08-25,2016-09-12,2016-09-12,Boeing 737,2.0,Jet,False,Boeing 737,8.2,True,1,"[{'reg': 'N263AK', 'active': True, 'hexIcao': 'A28A2C', 'airlineName': 'Alaska Airlines', 'registrationDate': '2016-09-12'}]"
QXE2782_20180124,QXE2782,AS2782,a83920,N629QX,E75L,KSFO,,KMCI,,,,,,,,,30594,True,17000683,A83920,Horizon Air,E75,E175,E175,175LR,,2017-08-02,,,2017-08-22,Embraer 175,2.0,Jet,False,Embraer ERJ170,7.3,True,1,"[{'reg': 'N629QX', 'active': True, 'hexIcao': 'A83920', 'airlineName': 'Horizon Air', 'registrationDate': '2017-08-22'}]"
WOW699_20180125,WOW699,WW699,4cc500,TF-NEO,A20N,LLBG,BIKF,BIKF,,,,,,,,,26101,False,7560,4CC500,WOW Air,32A,A320,A20N,320-251N,180.0,2017-04-08,2017-04-08,2017-04-21,2017-04-21,Airbus A320 (Sharklets),2.0,Jet,False,Airbus A320,7.6,True,2,"[{'reg': 'VT-TNN', 'active': True, 'hexIcao': '800DA0', 'airlineName': 'Vistara', 'registrationDate': '2019-06-05'}, {'reg': 'TF-NEO', 'active': False, 'hexIcao': '4CC500', 'airlineName': 'WOW Air', 'registrationDate': '2017-04-21'}]"
DAL2345_20180127,DAL2345,DL2345,a4462e,N3748Y,B738,KSMF,KATL,KATL,,,,,,,,,10446,True,30489,A4462E,Delta Air Lines,738,B738,B738,B737-832,,2001-05-24,2001-05-24,2001-06-18,2001-06-18,Boeing 737-800,2.0,Jet,False,Boeing 737 NG,23.5,True,1,"[{'reg': 'N3748Y', 'active': True, 'hexIcao': 'A4462E', 'airlineName': 'Delta Air Lines', 'registrationDate': '2001-06-18'}]"
CPZ6043_20180129,CPZ6043,CP6043,a1ac11,N207AN,E75L,KLAX,KELP,KSAN,KELP,,,,,,,,31119,True,17000490,A1AC11,Envoy Air,E75,E175,E175,175LR,76.0,2015-06-26,,,2020-04-01,Embraer 175,2.0,Jet,False,Embraer ERJ170,9.4,True,2,"[{'reg': 'N207AN', 'active': True, 'hexIcao': 'A1AC11', 'airlineName': 'Envoy Air', 'registrationDate': '2020-04-01'}, {'reg': 'N207AN', 'active': False, 'airlineName': 'Compass Airlines', 'registrationDate': '2015-07-08'}]"
PRW103_20180131,PRW103,6F103,45c265,OY-PSE,B738,BIKF,,GCTS,,,,,,,,,10620,False,30664,,Primera Air Scandinavia,738,B738,B737,B737-809SF,,2000-12-15,2000-12-15,2001-01-12,2009-08-18,Boeing 737-800,2.0,Jet,True,Boeing 737 NG,23.9,True,5,"[{'reg': 'LZ-CGA', 'active': True, 'hexIcao': '4520D2', 'airlineName': 'Cargo Air', 'registrationDate': '2021-06-11'}, {'reg': 'OK-TSV', 'active': False, 'hexIcao': '49D474', 'airlineName': 'SmartWings', 'registrationDate': '2019-07-04'}, {'reg': 'OY-PSE', 'active': False, 'airlineName': 'Primera Air Scandinavia', 'registrationDate': '2009-08-18'}, {'reg': 'TF-JXI', 'active': False, 'airlineName': 'Primera Air Nordic', 'registrationDate': '2009-01-18'}, {'reg': 'B-16803', 'active': False, 'airlineName': 'Mandarin Airlines', 'registrationDate': '2001-01-12'}]"
UAL979_20180201,UAL979,UA979,a8b760,N66057,B764,KEWR,SAEZ,SAEZ,,,,,,,,,9450,True,29452,A8B760,United Airlines,764,B764,B764,B767-424ER,242.0,2001-12-17,2001-12-17,2002-01-07,2011-02-27,Boeing 767-400,2.0,Jet,False,Boeing 767,22.9,True,2,"[{'reg': 'N66057', 'active': True, 'hexIcao': 'A8B760', 'airlineName': 'United Airlines', 'registrationDate': '2011-02-27'}, {'reg': 'N66057', 'active': False, 'hexIcao': 'A8B760', 'airlineName': 'Continental Airlines', 'registrationDate': '2002-01-07'}]"
BLX236_20180201,BLX236,6B236,4ac8d9,SE-RFY,B738,GCLP,EDDN,EFHK,EDDN,unclear,diverted,unknown,,,,,19391,False,44272,4AC8D9,TUIfly Nordic,738,B738,B738,B737-8K5,189.0,2014-03-01,2014-03-01,2014-03-13,2014-03-13,Boeing 737-800,2.0,Jet,False,Boeing 737 NG,10.7,True,2,"[{'reg': 'G-TAWX', 'active': True, 'hexIcao': '4076B1', 'airlineName': 'TUI Airways', 'registrationDate': '2018-12-20'}, {'reg': 'SE-RFY', 'active': False, 'hexIcao': '4AC8D9', 'airlineName': 'TUIfly Nordic', 'registrationDate': '2014-03-13'}]"
AFL111_20180204,AFL111,SU111,42423f,VP-BLY,A332,KMIA,,UUEE,,,,,,,,,28433,False,973,42423F,Aeroflot,332,A332,A332,330-243,257.0,2008-12-01,2008-12-01,2008-12-18,2008-12-17,Airbus A330-200,2.0,Jet,False,Airbus A330,16.0,True,2,"[{'reg': 'YU-ARB', 'active': True, 'hexIcao': '4C0221', 'airlineName': 'Air Serbia', 'registrationDate': '2021-04-24'}, {'reg': 'VP-BLY', 'active': False, 'hexIcao': '42423F', 'airlineName': 'Aeroflot', 'registrationDate': '2008-12-17'}]"
AFR032_20180209,AFR032,AF32,3949e1,F-GSPB,B772,LFPO,LFPO,KJFK,LFPO,technical,return,unknown,4b4b9911,engine,return,unknown,9071,True,29003,3949E1,Air France,777,B777,B772,777-228ER,312.0,1998-04-06,1998-04-06,1998-04-21,1998-04-21,Boeing 777,2.0,Jet,False,Boeing 777,26.6,True,1,"[{'reg': 'F-GSPB', 'active': True, 'hexIcao': '3949E1', 'airlineName': 'Air France', 'registrationDate': '1998-04-21'}]"
AAL215_20180210,AAL215,AA215,ab436f,N825AA,B789,KLAX,,SBGR,,,,,,,,,17395,True,40644,AB436F,American Airlines,789,B789,B789,B787-9,285.0,2016-12-21,2016-12-21,2017-01-25,2017-01-28,Boeing 787-9,2.0,Jet,False,Boeing 787,7.9,True,1,"[{'reg': 'N825AA', 'active': True, 'hexIcao': 'AB436F', 'airlineName': 'American Airlines', 'registrationDate': '2017-01-28'}]"
BOS3_20180213,BOS3,BA8003,3982a8,F-HAVI,B752,LFPO,LFPO,KEWR,LFPO,unclear,return,unknown,,,,,6154,False,24473,3982A8,Air France,752,B752,B752,757-26D,114.0,1990-07-17,1990-07-17,1990-08-03,2009-04-04,Boeing 757-200,2.0,Jet,False,Boeing 757,34.3,True,4,"[{'reg': 'N473AP', 'active': True, 'hexIcao': 'A5CC4D', 'airlineName': 'L3Harris Technologies', 'registrationDate': '2018-08-20'}, {'reg': 'F-HAVI', 'active': False, 'hexIcao': '3982A8', 'airlineName': 'Air France', 'registrationDate': '2009-04-04'}, {'reg': 'F-HAVI', 'active': False, 'hexIcao': '3982A8', 'airlineName': 'Elysair', 'registrationDate': '2008-01-24'}, {'reg': 'B-2810', 'active': False, 'airlineName': 'Shanghai Airlines', 'registrationDate': '1990-08-03'}]"
UAL879_20180216,UAL879,UA879,aa9300,N78009,B772,EGLL,EGPH,KIAH,EGPH,medical,diverted,unknown,,,,,9466,True,29479,AA9300,United Airlines,777,B777,B772,B777-224ER,267.0,1999-04-12,1999-04-12,1999-04-21,2010-12-19,Boeing 777,2.0,Jet,False,Boeing 777,25.6,True,2,"[{'reg': 'N78009', 'active': True, 'hexIcao': 'AA9300', 'airlineName': 'United Airlines', 'registrationDate': '2010-12-19'}, {'reg': 'N78009', 'active': False, 'hexIcao': 'AA9300', 'airlineName': 'Continental Airlines', 'registrationDate': '1999-04-21'}]"
AFR31KQ_20180218,AFR31KQ,AF6013,392ae4,F-GKXE,A320,LFML,LFPO,LFPO,,unclear,unclear,unknown,,,,,3856,False,1879,392AE4,Air France,320,A320,A320,320-214,178.0,2002-09-27,2002-09-27,2003-01-21,2003-01-21,Airbus A320,2.0,Jet,False,Airbus A320,22.2,True,1,"[{'reg': 'F-GKXE', 'active': False, 'hexIcao': '392AE4', 'airlineName': 'Air France', 'registrationDate': '2003-01-21'}]"
AZU8706_20180225,AZU8706,AD8706,e4910e,PR-AIW,A332,SBKP,,KMCO,,,,,,,,,19975,True,462,E4910E,Azul,332,A332,A332,330-243,271.0,2002-02-19,2002-02-19,2002-03-12,2014-12-11,Airbus A330-200,2.0,Jet,False,Airbus A330,22.8,True,3,"[{'reg': 'PR-AIW', 'active': True, 'hexIcao': 'E4910E', 'airlineName': 'Azul', 'registrationDate': '2014-12-11'}, {'reg': 'B-5907', 'active': False, 'airlineName': 'Sichuan Airlines', 'registrationDate': '2012-05-10'}, {'reg': 'A6-EAL', 'active': False, 'airlineName': 'Emirates', 'registrationDate': '2002-03-12'}]"
AZU8706_20180225,AZU8706,AD8706,e4910e,PR-AIW,A332,SBKP,,KMCO,,,,,,,,,19975,True,462,E4910E,Azul,332,A332,A332,330-243,271.0,2002-02-19,2002-02-19,2002-03-12,2014-12-11,Airbus A330-200,2.0,Jet,False,Airbus A330,22.8,True,3,"[{'reg': 'PR-AIW', 'active': True, 'hexIcao': 'E4910E', 'airlineName': 'Azul', 'registrationDate': '2014-12-11'}, {'reg': 'B-5907', 'active': False, 'airlineName': 'Sichuan Airlines', 'registrationDate': '2012-05-10'}, {'reg': 'A6-EAL', 'active': False, 'airlineName': 'Emirates', 'registrationDate': '2002-03-12'}]"
BGA143F_20180226,BGA143F,,394a65,F-GSTF,A3ST,EGNR,EDHI,EDHI,,,,,4b57310c,smoke_burn_smell_flames,planned,unknown,1747693,True,796,394A65,Airbus Transport International,AB3,A30B,A306,300-608ST,,2000-12-12,2000-12-12,2001-01-05,2001-01-05,Airbus A300,2.0,Jet,False,Airbus A300,23.9,True,1,"[{'reg': 'F-GSTF', 'active': True, 'hexIcao': '394A65', 'airlineName': 'Airbus Transport International', 'registrationDate': '2001-01-05'}]"
SHT16ED_20180226,SHT16ED,BA2938,400a5b,G-DBCA,A319,EGKK,EGPH,EGPH,,unclear,unclear,unknown,,,,,5087,True,2098,400A5B,British Airways,319,A319,A319,319-131,144.0,2003-11-28,2003-11-28,2004-02-23,2012-11-11,Airbus A319,2.0,Jet,False,Airbus A319,21.0,True,2,"[{'reg': 'G-DBCA', 'active': True, 'hexIcao': '400A5B', 'airlineName': 'British Airways', 'registrationDate': '2012-11-11'}, {'reg': 'G-DBCA', 'active': False, 'hexIcao': '400A5B', 'airlineName': 'bmi British Midland', 'registrationDate': '2004-02-23'}]"
ACA145_20180226,ACA145,AC145,c02fd5,C-FSCY,B38M,CYYZ,CYYC,CYYC,,,,,,,,,23717,True,61208,C02FD5,Air Canada,737,,B738,B737-8MAX,169.0,2017-11-27,2017-11-27,2017-12-04,2017-12-04,Boeing 737,2.0,Jet,False,Boeing 737,7.0,True,1,"[{'reg': 'C-FSCY', 'active': True, 'hexIcao': 'C02FD5', 'airlineName': 'Air Canada', 'registrationDate': '2017-12-04'}]"
RYR3ZK_20180228,RYR3ZK,FR2694,4ca678,EI-FOV,B738,LPPT,LPPT,LPPR,LPPT,unclear,return,unknown,4b592dcf,cabin_pressure,return,unknown,19594,False,44725,4CA678,Ryanair,738,B738,B738,B737-8AS,189.0,2016-03-05,2016-03-05,2016-03-21,2016-03-21,Boeing 737-800,2.0,Jet,False,Boeing 737 NG,8.7,True,2,"[{'reg': '9H-QCF', 'active': True, 'hexIcao': '4D2234', 'airlineName': 'Malta Air', 'registrationDate': '2020-01-23'}, {'reg': 'EI-FOV', 'active': False, 'hexIcao': '4CA678', 'airlineName': 'Ryanair', 'registrationDate': '2016-03-21'}]"
THY80L_20180301,THY80L,TK80,4ba946,TC-JJF,B77W,KSFO,,LTFM,,,,,,,,,17445,True,40708,4BA946,Turkish Airlines,773,B773,B773,B777-3F2ER,349.0,2010-10-07,2010-10-07,2010-10-26,2010-10-26,Boeing 777-300,2.0,Jet,False,Boeing 777,14.1,True,1,"[{'reg': 'TC-JJF', 'active': True, 'hexIcao': '4BA946', 'airlineName': 'Turkish Airlines', 'registrationDate': '2010-10-26'}]"
ASA230_20180301,ASA230,AS230,a28a2c,N263AK,B739,KSAN,MMSD,MMSD,,,,,,,,,24055,True,62471,A28A2C,Alaska Airlines,737,,B739,B737-990ER,178.0,2016-08-25,2016-08-25,2016-09-12,2016-09-12,Boeing 737,2.0,Jet,False,Boeing 737,8.2,True,1,"[{'reg': 'N263AK', 'active': True, 'hexIcao': 'A28A2C', 'airlineName': 'Alaska Airlines', 'registrationDate': '2016-09-12'}]"
ASA230_20180301,ASA230,AS230,a28a2c,N263AK,B739,KSAN,MMSD,MMSD,,,,,,,,,24055,True,62471,A28A2C,Alaska Airlines,737,,B739,B737-990ER,178.0,2016-08-25,2016-08-25,2016-09-12,2016-09-12,Boeing 737,2.0,Jet,False,Boeing 737,8.2,True,1,"[{'reg': 'N263AK', 'active': True, 'hexIcao': 'A28A2C', 'airlineName': 'Alaska Airlines', 'registrationDate': '2016-09-12'}]"
AFR090_20180302,AFR090,AF90,39bd27,F-HPJH,A388,LFPG,LFPG,KMIA,LFPG,medical,return,unknown,,,,,28512,False,99,39BD27,Air France,388,A388,A388,380-861,516.0,2011-10-18,2011-10-18,2012-05-02,2012-05-02,Airbus A380-800,4.0,Jet,False,Airbus A380,13.1,True,1,"[{'reg': 'F-HPJH', 'active': False, 'hexIcao': '39BD27', 'airlineName': 'Air France', 'registrationDate': '2012-05-02'}]"
DAL445_20180303,DAL445,DL445,ab7ae4,N839MH,B764,LIRF,LFPG,KJFK,LFPG,unclear,diverted,unknown,4b5b3cf5,instrument,diverted,fueldump,9719,True,29712,AB7AE4,Delta Air Lines,764,B764,B764,B767-432ER,246.0,2001-01-17,2001-01-17,2001-01-26,2001-01-26,Boeing 767-400,2.0,Jet,False,Boeing 767,23.8,True,1,"[{'reg': 'N839MH', 'active': True, 'hexIcao': 'AB7AE4', 'airlineName': 'Delta Air Lines', 'registrationDate': '2001-01-26'}]"
AFR1196_20180303,AFR1196,AF1196,392af2,F-GKXS,A320,LFPG,LFPG,GMMN,LFPG,technical,return,unknown,,,,,15876,True,3825,392AF2,Air France,320,A320,A320,320-214,174.0,2009-02-25,2009-02-25,2009-03-25,2009-03-25,Airbus A320,2.0,Jet,False,Airbus A320,15.7,True,1,"[{'reg': 'F-GKXS', 'active': True, 'hexIcao': '392AF2', 'airlineName': 'Air France', 'registrationDate': '2009-03-25'}]"
BGA112B_20180305,BGA112B,,394a61,F-GSTB,A3ST,LFBO,LFBO,LFRZ,LFBO,unclear,return,unknown,,,,,1752038,False,751,394A61,Airbus Transport International,AB3,A30B,A306,300-605ST,,1996-03-26,1996-03-26,1996-04-24,1996-04-24,Airbus A300,2.0,Jet,False,Airbus A300,28.7,True,1,"[{'reg': 'F-GSTB', 'active': False, 'hexIcao': '394A61', 'airlineName': 'Airbus Transport International', 'registrationDate': '1996-04-24'}]"
TOM727_20180309,TOM727,BY727,406c6d,G-TUIG,B788,MDLR,EGBB,EGBB,,medical,planned,unknown,,,,,14577,False,36426,,TUI Airways,788,B788,B788,787-8,300.0,2015-01-06,2015-01-06,2015-01-29,2017-10-01,Boeing 787-8,2.0,Jet,False,Boeing 787,9.9,True,4,"[{'reg': 'PH-TFJ', 'active': True, 'hexIcao': '4866C1', 'airlineName': 'TUI Airlines Nederland (Netherlands)', 'registrationDate': '2024-01-25'}, {'reg': 'OO-LOE', 'active': False, 'hexIcao': '44B1E5', 'airlineName': 'TUI Airlines Belgium', 'registrationDate': '2018-03-23'}, {'reg': 'G-TUIG', 'active': False, 'airlineName': 'TUI Airways', 'registrationDate': '2017-10-01'}, {'reg': 'G-TUIG', 'active': False, 'airlineName': 'Thomson Airways', 'registrationDate': '2015-01-29'}]"
MSR651_20180312,MSR651,MS651,010109,SU-GDA,B738,HECA,,OERK,,,,,,,,,28946,True,35565,010109,EgyptAir,7S8,B738,B738,B737-866,144.0,2009-08-13,,,2009-08-31,Boeing 737-800 (winglets),2.0,Jet,False,Boeing 737 NG,15.3,True,1,"[{'reg': 'SU-GDA', 'active': True, 'hexIcao': '010109', 'airlineName': 'EgyptAir', 'registrationDate': '2009-08-31'}]"
NDU634_20180313,NDU634,,a84dc8,N634ND,C172,KIWA,KIWA,KIWA,,,,,,,,,42090,True,,A84DC8,Unknown/Private owner,,,,,,,,,,Cessna 172,,,False,,,False,1,"[{'reg': 'N634ND', 'active': True, 'hexIcao': 'A84DC8', 'airlineName': 'Unknown/Private owner'}]"
EXS746_20180313,EXS746,LS746,4070e7,G-JZHT,B738,GCFV,,EGPH,,unclear,unclear,unknown,,,,,24273,True,63150,4070E7,Jet2,738,B738,B738,B737-8MG,189.0,2017-01-18,2017-01-18,2017-01-30,2017-01-30,Boeing 737-800,2.0,Jet,False,Boeing 737 NG,7.8,True,1,"[{'reg': 'G-JZHT', 'active': True, 'hexIcao': '4070E7', 'airlineName': 'Jet2', 'registrationDate': '2017-01-30'}]"
BCS6892_20180314,BCS6892,,40712e,G-DHKC,B752,EDDP,EBBR,EBBR,,unclear,unclear,unknown,,,,,10048,False,30052,,DHL Air,752,B752,B752,B757-256PCF,,2000-11-16,2000-11-16,2000-12-06,2016-11-10,Boeing 757-200,2.0,Jet,True,Boeing 757,24.0,True,5,"[{'reg': 'OE-LNU', 'active': True, 'hexIcao': '440BCC', 'airlineName': 'DHL Aviation EEMEA', 'registrationDate': '2021-12-03'}, {'reg': 'G-DHKC', 'active': False, 'airlineName': 'DHL Air', 'registrationDate': '2016-11-10'}, {'reg': 'TF-FIZ', 'active': False, 'hexIcao': '4CC26B', 'airlineName': 'Icelandair', 'registrationDate': '2007-07-16'}, {'reg': 'EC-HIX', 'active': False, 'airlineName': 'Audeli Air Express', 'registrationDate': '2006-05-28'}, {'reg': 'EC-HIX', 'active': False, 'airlineName': 'Iberia', 'registrationDate': '2000-12-06'}]"
SWG521_20180316,SWG521,WG521,c03abc,C-FWGH,B738,CYYZ,,MMPR,,,,,,,,,15510,False,37752,C03ABC,Sunwing,738,B738,B738,737-86J,189.0,2011-10-27,2011-10-27,2011-11-14,2022-10-01,Boeing 737-800,2.0,Jet,False,Boeing 737 NG,13.1,True,13,"[{'reg': 'G-JZBZ', 'active': True, 'hexIcao': '408067', 'airlineName': 'Jet2', 'registrationDate': '2024-01-30'}, {'reg': 'C-FWGH', 'active': False, 'hexIcao': 'C03ABC', 'airlineName': 'Sunwing', 'registrationDate': '2022-10-01'}, {'reg': 'C-FWGH', 'active': False, 'hexIcao': 'C03ABC', 'airlineName': 'TUI Airways', 'registrationDate': '2022-05-13'}, {'reg': 'C-FWGH', 'active': False, 'hexIcao': 'C03ABC', 'airlineName': 'Sunwing', 'registrationDate': '2018-11-01'}, {'reg': 'C-FWGH', 'active': False, 'airlineName': 'TUI Airways', 'registrationDate': '2018-04-28'}, {'reg': 'C-FWGH', 'active': False, 'airlineName': 'Sunwing', 'registrationDate': '2017-11-01'}, {'reg': 'C-FWGH', 'active': False, 'airlineName': 'TUI Airways', 'registrationDate': '2017-10-01'}, {'reg': 'C-FWGH', 'active': False, 'airlineName': 'Thomson Airways', 'registrationDate': '2017-04-28'}, {'reg': 'C-FWGH', 'active': False, 'airlineName': 'Sunwing', 'registrationDate': '2016-10-30'}, {'reg': 'C-FWGH', 'active': False, 'airlineName': 'Thomson Airways', 'registrationDate': '2016-05-24'}, {'reg': 'C-FWGH', 'active': False, 'hexIcao': 'C03ABC', 'airlineName': 'Sunwing', 'registrationDate': '2015-05-06'}, {'reg': 'D-ABMC', 'active': False, 'airlineName': 'TUIfly', 'registrationDate': '2013-04-01'}, {'reg': 'D-ABMC', 'active': False, 'airlineName': 'Air Berlin', 'registrationDate': '2011-11-14'}]"
CTM1079_20180318,CTM1079,,3b7781,F-RAJB,A342,,LFML,,,unclear,unclear,unknown,,,,,2115300,False,81,,Royal Air Force,340,A340,A342,340-211,,1995-02-07,1995-02-07,1995-02-24,2006-05-11,Airbus A340,4.0,Jet,False,Airbus A340,29.8,True,4,"[{'reg': 'YV3554', 'active': True, 'hexIcao': '0D84A3', 'airlineName': 'Conviasa', 'registrationDate': '2023-10-03'}, {'reg': 'F-HLMG', 'active': False, 'hexIcao': '39AD86', 'airlineName': 'Luk Aero', 'registrationDate': '2021-01-13'}, {'reg': 'F-RAJB', 'active': False, 'airlineName': 'Royal Air Force', 'registrationDate': '2006-05-11'}, {'reg': 'OE-LAH', 'active': False, 'airlineName': 'Austrian', 'registrationDate': '1995-02-24'}]"
SKW4820_20180318,SKW4820,DL4820,ab4151,N824SK,CRJ9,KMSP,CYXE,CYXE,,,,,,,,,2118128,True,15208,AB4151,SkyWest Airlines,CR9,CRJ9,CRJ9,CRJ-900LR,80.0,,,2008-12-11,2008-12-11,Canadair CRJ 900,2.0,Jet,False,Canadair CRJ 900,15.9,True,1,"[{'reg': 'N824SK', 'active': True, 'hexIcao': 'AB4151', 'airlineName': 'SkyWest Airlines', 'registrationDate': '2008-12-11'}]"
FDX5926_20180318,FDX5926,FX5926,a821e4,N623FE,MD11,ZGGG,RKSI,RKSI,,unclear,unclear,unknown,,,,,20481,True,48794,A821E4,FedEx - Federal Express,M11,MD11,MD11,MD-11 F,,1999-05-25,1999-06-08,1999-06-28,1999-06-28,McDonnell Douglas MD-11,3.0,Jet,True,McDonnell Douglas MD-11,25.5,True,1,"[{'reg': 'N623FE', 'active': True, 'hexIcao': 'A821E4', 'airlineName': 'FedEx - Federal Express', 'registrationDate': '1999-06-28'}]"
BAW57K_20180319,BAW57K,BA57,40688d,G-XLEC,A388,EGLL,EGKK,FAOR,EGKK,hot_air_leak,return,hold_to_reduce,4b649fd5,hot_air_leak,return,fueldump,1356,True,124,40688D,British Airways,388,A388,A388,380-841,469.0,2013-03-25,2013-03-25,2013-10-18,2013-10-18,Airbus A380-800,4.0,Jet,False,Airbus A380,11.7,True,1,"[{'reg': 'G-XLEC', 'active': True, 'hexIcao': '40688D', 'airlineName': 'British Airways', 'registrationDate': '2013-10-18'}]"
FDX5201_20180320,FDX5201,FX5201,a903b9,N680FE,A306,EIDW,EGSS,EGSS,,unclear,planned,unknown,,,,,26652,True,794,A903B9,FedEx - Federal Express,ABY,A306,A300,300-605RF,,1998-10-05,1998-10-05,1998-11-17,1998-11-17,Airbus A300-600F,2.0,Jet,True,Airbus A300,26.1,True,1,"[{'reg': 'N680FE', 'active': True, 'hexIcao': 'A903B9', 'airlineName': 'FedEx - Federal Express', 'registrationDate': '1998-11-17'}]"
DSM7821_20180321,DSM7821,4M7821,e032d5,LV-CKU,B763,KMIA,,SAEZ,,,,,,,,,13224,False,34628,,LATAM Argentina,763,B763,767,B767-316ERBCF,,2006-07-17,2006-07-17,2006-07-28,2016-05-05,Boeing 767-300,2.0,Jet,True,Boeing 767,18.3,True,7,"[{'reg': 'N538LA', 'active': True, 'hexIcao': 'A6CF20', 'airlineName': 'LATAM', 'registrationDate': '2018-12-16'}, {'reg': 'N538LA', 'active': False, 'airlineName': 'LATAM Chile', 'registrationDate': '2018-06-15'}, {'reg': 'LV-CKU', 'active': False, 'airlineName': 'LATAM Argentina', 'registrationDate': '2016-05-05'}, {'reg': 'LV-CKU', 'active': False, 'airlineName': 'LAN Argentina', 'registrationDate': '2015-11-12'}, {'reg': 'CC-CWH', 'active': False, 'airlineName': 'LAN Airlines', 'registrationDate': '2014-10-23'}, {'reg': 'LV-CKU', 'active': False, 'airlineName': 'LAN Argentina', 'registrationDate': '2011-03-01'}, {'reg': 'CC-CWH', 'active': False, 'hexIcao': 'E8024B', 'airlineName': 'LAN Airlines', 'registrationDate': '2006-07-30'}]"
ETD87W_20180324,ETD87W,EY160,8963c7,A6-LRE,B77L,KDFW,LROP,OMAA,LROP,medical,diverted,unknown,,,,,14480,False,36304,8963C7,Etihad Airways,772,B772,B772,B777-237LR,237.0,2008-02-20,2008-02-20,2008-03-03,2014-04-29,Boeing 777-200,2.0,Jet,False,Boeing 777,16.8,True,2,"[{'reg': 'A6-LRE', 'active': False, 'hexIcao': '8963C7', 'airlineName': 'Etihad Airways', 'registrationDate': '2014-04-29'}, {'reg': 'VT-ALE', 'active': False, 'airlineName': 'Air India', 'registrationDate': '2008-03-03'}]"
EZY18FR_20180325,EZY18FR,U26861,4074b0,G-EZRR,A320,EGPF,EGPF,LEMG,EGPF,medical,diverted,unknown,,,,,26837,False,8075,4074B0,easyJet,320,A320,A320,320-214,186.0,2018-01-08,2018-01-08,2018-01-16,2018-01-16,Airbus A320,2.0,Jet,False,Airbus A320,6.9,True,2,"[{'reg': 'HB-JXL', 'active': True, 'hexIcao': '4B1A25', 'airlineName': 'Easyjet Switzerland', 'registrationDate': '2018-10-28'}, {'reg': 'G-EZRR', 'active': False, 'hexIcao': '4074B0', 'airlineName': 'easyJet', 'registrationDate': '2018-01-16'}]"
SWG529_20180325,SWG529,WG529,c0331e,C-FTJH,B738,CYXE,,CYQR,,,,,,,,,9634,False,29642,,Sunwing,738,B738,B738,737-8BK,189.0,2007-04-12,2007-04-12,2007-04-26,2018-10-18,Boeing 737-800,2.0,Jet,False,Boeing 737 NG,17.6,True,15,"[{'reg': 'OM-LEX', 'active': True, 'hexIcao': '505D98', 'airlineName': 'Jet2', 'registrationDate': '2024-03-27'}, {'reg': 'OM-LEX', 'active': False, 'airlineName': 'Air Explore', 'registrationDate': '2023-10-22'}, {'reg': 'OM-LEX', 'active': False, 'hexIcao': '505D98', 'airlineName': 'Enter Air', 'registrationDate': '2023-05-24'}, {'reg': 'OM-LEX', 'active': False, 'hexIcao': '505D98', 'airlineName': 'Air Explore', 'registrationDate': '2023-02-20'}, {'reg': 'OM-LEX', 'active': False, 'hexIcao': '505D98', 'airlineName': 'Badr Airlines', 'registrationDate': '2021-08-11'}, {'reg': 'OM-LEX', 'active': False, 'hexIcao': '505D98', 'airlineName': 'Air Explore', 'registrationDate': '2020-03-24'}, {'reg': 'OM-LEX', 'active': False, 'airlineName': 'Fly All Ways', 'registrationDate': '2019-12-14'}, {'reg': 'OM-LEX', 'active': False, 'airlineName': 'Air Explore', 'registrationDate': '2019-11-05'}, {'reg': 'OM-LEX', 'active': False, 'airlineName': 'TUI Airlines Belgium', 'registrationDate': '2019-04-30'}, {'reg': 'OM-LEX', 'active': False, 'hexIcao': '505D98', 'airlineName': 'Air Explore', 'registrationDate': '2019-04-26'}, {'reg': 'C-FTJH', 'active': False, 'airlineName': 'Sunwing', 'registrationDate': '2018-10-18'}, {'reg': 'C-FTJH', 'active': False, 'airlineName': 'SmartWings', 'registrationDate': '2018-06-01'}, {'reg': 'C-FTJH', 'active': False, 'airlineName': 'Sunwing', 'registrationDate': '2014-10-15'}, {'reg': 'C-FTJH', 'active': False, 'airlineName': 'Thomson Airways', 'registrationDate': '2014-05-20'}, {'reg': 'C-FTJH', 'active': False, 'airlineName': 'Sunwing', 'registrationDate': '2007-04-26'}]"
